Organization,Orgn,District,Dist,Type,Desc,Des,TotalHH,Status,DaysSinceQuake,Population,Death,Injuries,PrivPop_Full,PrivPop_Partial,PrivProp
UNHCR,UNHCR,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,300,Completed,3,296192,15,230,18197,10028,28225
UNHCR,UNHCR,Lamjung,Lamjung,Shelter,Tarpaulin,Tarpaulin,10,Completed,25,167724,5,40,10695,11535,22230
UNHCR,UNHCR,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,250,Completed,19,468132,180,3051,17444,8064,25508
UNHCR,UNHCR,Panchthar,Panchthar,Shelter,Tarpaulin,Tarpaulin,5,Completed,6,191817,0,9,229,926,1155
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,1,Completed,23,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Khotang,Khotang,Shelter,Tarpaulin,Tarpaulin,1585,Completed,20,206312,0,8,6167,12780,18947
UNHCR,UNHCR,Rasuwa,Rasuwa,Shelter,Tarpaulin,Tarpaulin,100,Completed,13,43300,660,771,11368,267,11635
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,52,Completed,13,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,800,Completed,4,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,17,Completed,30,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Panchthar,Panchthar,Shelter,Tarpaulin,Tarpaulin,1,Completed,6,191817,0,9,229,926,1155
UNHCR,UNHCR,Panchthar,Panchthar,Shelter,Tarpaulin,Tarpaulin,1,Completed,6,191817,0,9,229,926,1155
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Okhaldhunga,Okhaldhunga,Shelter,Tarpaulin,Tarpaulin,100,Completed,6,147984,20,61,10031,3107,13138
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,185,Completed,23,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Okhaldhunga,Okhaldhunga,Shelter,Tarpaulin,Tarpaulin,150,Completed,23,147984,20,61,10031,3107,13138
UNHCR,UNHCR,Solukhumbu,Solukhumbu,Shelter,Tarpaulin,Tarpaulin,0,Completed,31,105886,22,100,9172,11137,20309
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,23,Completed,23,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,50,Completed,25,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,23,Completed,14,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,25,Completed,12,336067,679,1218,81313,3092,84405
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),0,Completed,28,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,40,Completed,21,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Panchthar,Panchthar,Shelter,Tarpaulin,Tarpaulin,14,Completed,6,191817,0,9,229,926,1155
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,578,Completed,13,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Dolakha,Dolakha,Shelter,Tarpaulin,Tarpaulin,237,Completed,20,186557,177,662,48880,3120,52000
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,36,Completed,19,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,,Completed,12,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Makawanpur,Makawanpur,Shelter,Tarpaulin,Tarpaulin,5,Completed,30,420477,33,229,20035,17383,37418
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,21,Completed,25,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,20,Completed,12,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,1,Completed,21,304651,333,2101,18900,9054,27954
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,10,Completed,27,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,280,Completed,3,296192,15,230,18197,10028,28225
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,1,Completed,21,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,0,Completed,23,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,0,Completed,30,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Solukhumbu,Solukhumbu,Shelter,Tarpaulin,Tarpaulin,320,Completed,19,105886,22,100,9172,11137,20309
UNHCR,UNHCR,Panchthar,Panchthar,Shelter,Tarpaulin,Tarpaulin,3,Completed,6,191817,0,9,229,926,1155
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,24,Completed,19,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Dolakha,Dolakha,Shelter,Tarpaulin,Tarpaulin,250,Completed,14,186557,177,662,48880,3120,52000
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,24,Completed,19,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Dolakha,Dolakha,Shelter,Tarpaulin,Tarpaulin,5,Completed,22,186557,177,662,48880,3120,52000
UNHCR,UNHCR,Dolakha,Dolakha,Shelter,Tarpaulin,Tarpaulin,15,Completed,17,186557,177,662,48880,3120,52000
UNHCR,UNHCR,Rasuwa,Rasuwa,Shelter,Tarpaulin,Tarpaulin,100,Completed,17,43300,660,771,11368,267,11635
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,250,Completed,12,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,,Completed,12,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Dhading,Dhading,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),10,Completed,25,336067,679,1218,81313,3092,84405
UNHCR,UNHCR,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,54,Completed,19,336067,679,1218,81313,3092,84405
UNHCR,UNHCR,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,,Completed,12,336067,679,1218,81313,3092,84405
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,1,Completed,30,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,60,Completed,21,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,4,Completed,30,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Solukhumbu,Solukhumbu,Shelter,Tarpaulin,Tarpaulin,5,Completed,21,105886,22,100,9172,11137,20309
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Rasuwa,Rasuwa,Shelter,Tarpaulin,Tarpaulin,75,Completed,21,43300,660,771,11368,267,11635
UNHCR,UNHCR,Makawanpur,Makawanpur,Shelter,Tarpaulin,Tarpaulin,50,Completed,15,420477,33,229,20035,17383,37418
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,1,Completed,23,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,6,Completed,19,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,9,Completed,19,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),0,Completed,23,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,470,Completed,26,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,30,Completed,13,287798,3553,1569,63885,2751,66636
UNICEF,UNICEF,Udayapur,Udayapur,Shelter,Tarpaulin,Tarpaulin,142,Completed,1,317532,1,35,37,1069,1106
UNICEF,UNICEF,Udayapur,Udayapur,Shelter,Tarpaulin,Tarpaulin,2000,Completed,1,317532,1,35,37,1069,1106
UNICEF,UNICEF,Udayapur,Udayapur,Shelter,Tarpaulin,Tarpaulin,237,Completed,1,317532,1,35,37,1069,1106
UNICEF,UNICEF,Udayapur,Udayapur,Shelter,Tarpaulin,Tarpaulin,1000,Completed,1,317532,1,35,37,1069,1106
UNICEF,UNICEF,Udayapur,Udayapur,Shelter,Tarpaulin,Tarpaulin,2912,Completed,1,317532,1,35,37,1069,1106
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Blankets,Blankets,121,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Blankets,Blankets,124,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Blankets,Blankets,193,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Blankets,Blankets,200,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Blankets,Blankets,207,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Blankets,Blankets,223,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Blankets,Blankets,234,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Blankets,Blankets,316,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Blankets,Blankets,367,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),121,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),124,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),193,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),200,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),207,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),223,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),234,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),316,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),367,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,121,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,124,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,193,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,200,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,207,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,223,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,234,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,316,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,367,Completed,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Blankets,Blankets,0,Ongoing / In Country Stock,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),0,Ongoing / In Country Stock,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,0,Ongoing / In Country Stock,19,336067,679,1218,81313,3092,84405
United Mission to Nepal,United Mission to Nepal,Dhading,Dhading,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),683,Ongoing / In Country Stock,18,336067,679,1218,81313,3092,84405
United Vision Nepal,United Vision Nepal,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,60,Completed,17,271061,449,952,59527,13428,72955
United Vision Nepal,United Vision Nepal,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,75,Completed,18,271061,449,952,59527,13428,72955
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,Kitchen Sets,Kitchen Sets,954,Completed,71,287798,3553,1569,63885,2751,66636
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,Kitchen Sets,Kitchen Sets,1139,Completed,76,287798,3553,1569,63885,2751,66636
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,Kitchen Sets,Kitchen Sets,1312,Completed,86,287798,3553,1569,63885,2751,66636
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,Kitchen Sets,Kitchen Sets,950,Completed,90,287798,3553,1569,63885,2751,66636
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,Kitchen Sets,Kitchen Sets,1232,Completed,96,287798,3553,1569,63885,2751,66636
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,Buckets with lid,Buckets with lid,954,Completed,71,287798,3553,1569,63885,2751,66636
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,Buckets with lid,Buckets with lid,1139,Completed,76,287798,3553,1569,63885,2751,66636
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,Buckets with lid,Buckets with lid,1312,Completed,86,287798,3553,1569,63885,2751,66636
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,Buckets with lid,Buckets with lid,950,Completed,90,287798,3553,1569,63885,2751,66636
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,Buckets with lid,Buckets with lid,1232,Completed,96,287798,3553,1569,63885,2751,66636
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,"Lighting (Lamps, Candles)","Lighting (Lamps, Candles)",954,Completed,71,287798,3553,1569,63885,2751,66636
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,"Lighting (Lamps, Candles)","Lighting (Lamps, Candles)",1139,Completed,76,287798,3553,1569,63885,2751,66636
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,"Lighting (Lamps, Candles)","Lighting (Lamps, Candles)",1312,Completed,86,287798,3553,1569,63885,2751,66636
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,"Lighting (Lamps, Candles)","Lighting (Lamps, Candles)",950,Completed,90,287798,3553,1569,63885,2751,66636
United Vision Nepal,United Vision Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,"Lighting (Lamps, Candles)","Lighting (Lamps, Candles)",1232,Completed,96,287798,3553,1569,63885,2751,66636
VYIF-NEPAL,VYIF-NEPAL,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,70,Completed,38,287798,3553,1569,63885,2751,66636
VYIF-Nepal,VYIF-Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,50,Completed,72,381937,318,1179,49933,23714,73647
VYIF-NEPAL,VYIF-NEPAL,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,30,Completed,42,304651,333,2101,18900,9054,27954
VYIF-Nepal,VYIF-Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,50,Completed,38,381937,318,1179,49933,23714,73647
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,100,Completed,17,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,100,Ongoing / In Country Stock,19,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,100,Ongoing / In Country Stock,19,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,173,Completed,15,381937,318,1179,49933,23714,73647
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,100,Completed,17,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,78,Completed,15,381937,318,1179,49933,23714,73647
We World Onlus,We World Onlus,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,25,Completed,15,381937,318,1179,49933,23714,73647
We World Onlus,We World Onlus,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,65,Completed,15,381937,318,1179,49933,23714,73647
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,100,Ongoing / In Country Stock,19,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,100,Ongoing / In Country Stock,19,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,100,Ongoing / In Country Stock,19,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,100,Ongoing / In Country Stock,19,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,1504,Completed,16,1744240,1229,7950,43805,55131,98936
We World Onlus,We World Onlus,Kathmandu,Kathmandu,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),1370,Completed,16,1744240,1229,7950,43805,55131,98936
We World Onlus,We World Onlus,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,35,Planned (funded),21,1744240,1229,7950,43805,55131,98936
We World Onlus,We World Onlus,Kathmandu,Kathmandu,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),169,Planned (funded),21,1744240,1229,7950,43805,55131,98936
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,100,Ongoing / In Country Stock,19,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,100,Ongoing / In Country Stock,19,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,100,Ongoing / In Country Stock,19,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,100,Ongoing / In Country Stock,19,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,321,Completed,16,1744240,1229,7950,43805,55131,98936
We World Onlus,We World Onlus,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,400,Completed,16,1744240,1229,7950,43805,55131,98936
We World Onlus,We World Onlus,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,476,Completed,16,1744240,1229,7950,43805,55131,98936
We World Onlus,We World Onlus,Kathmandu,Kathmandu,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),312,Completed,16,1744240,1229,7950,43805,55131,98936
We World Onlus,We World Onlus,Kathmandu,Kathmandu,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),400,Completed,16,1744240,1229,7950,43805,55131,98936
We World Onlus,We World Onlus,Kathmandu,Kathmandu,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),510,Completed,16,1744240,1229,7950,43805,55131,98936
We World Onlus,We World Onlus,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,34,Planned (funded),21,1744240,1229,7950,43805,55131,98936
We World Onlus,We World Onlus,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,45,Completed,15,381937,318,1179,49933,23714,73647
We World Onlus,We World Onlus,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,57,Completed,15,381937,318,1179,49933,23714,73647
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,100,Completed,17,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,100,Completed,17,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,300,Completed,16,287798,3553,1569,63885,2751,66636
We World Onlus,We World Onlus,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,300,Completed,16,287798,3553,1569,63885,2751,66636
Welthungerhilfe,Welthungerhilfe,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,580,Completed,11,287798,3553,1569,63885,2751,66636
Welthungerhilfe,Welthungerhilfe,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,1042,Completed,14,287798,3553,1569,63885,2751,66636
Welthungerhilfe,Welthungerhilfe,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,1042,Completed,14,287798,3553,1569,63885,2751,66636
Welthungerhilfe,Welthungerhilfe,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,298,Completed,14,287798,3553,1569,63885,2751,66636
Welthungerhilfe,Welthungerhilfe,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,580,Completed,14,287798,3553,1569,63885,2751,66636
Welthungerhilfe,Welthungerhilfe,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,400,Completed,39,287798,3553,1569,63885,2751,66636
Welthungerhilfe,Welthungerhilfe,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,1000,Completed,17,271061,449,952,59527,13428,72955
Welthungerhilfe,Welthungerhilfe,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,1000,Completed,17,336067,679,1218,81313,3092,84405
Welthungerhilfe,Welthungerhilfe,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,1000,Completed,23,336067,679,1218,81313,3092,84405
Welthungerhilfe,Welthungerhilfe,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,42,Completed,47,1744240,1229,7950,43805,55131,98936
