Organization,Orgn,District,Dist,Type,Desc,Des,TotalHH,Status,DaysSinceQuake,Population,Death,Injuries,PrivPop_Full,PrivPop_Partial,PrivProp
CARE,CARE,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,36,Completed,29,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,31,Completed,29,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,139,Completed,10,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,28,Completed,29,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,4,Completed,29,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,4,Completed,29,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,24,Completed,29,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,100,Completed,10,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),2,Completed,53,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),17,Completed,55,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),27,Completed,56,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),131,Completed,57,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),35,Completed,57,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),10,Completed,54,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),32,Completed,55,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),49,Completed,53,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),51,Completed,53,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,0,Planned (funded),48,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),2,Completed,53,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),17,Completed,55,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),27,Completed,56,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),131,Completed,57,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),35,Completed,57,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),10,Completed,54,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),32,Completed,55,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),49,Completed,53,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),51,Completed,53,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,2,Completed,53,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,17,Completed,55,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,27,Completed,56,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,131,Completed,57,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,35,Completed,57,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,10,Completed,54,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,32,Completed,55,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,49,Completed,53,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,51,Completed,53,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Non-Food Items,Kitchen Sets,Kitchen Sets,139,Completed,28,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Non-Food Items,Kitchen Sets,Kitchen Sets,109,Completed,27,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Non-Food Items,Kitchen Sets,Kitchen Sets,128,Completed,28,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Non-Food Items,Kitchen Sets,Kitchen Sets,315,Completed,24,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Non-Food Items,Kitchen Sets,Kitchen Sets,132,Completed,14,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Non-Food Items,Kitchen Sets,Kitchen Sets,62,Completed,14,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Non-Food Items,Kitchen Sets,Kitchen Sets,194,Completed,14,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Non-Food Items,Kitchen Sets,Kitchen Sets,180,Completed,24,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Non-Food Items,Kitchen Sets,Kitchen Sets,128,Completed,24,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,139,Completed,53,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,109,Completed,55,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,128,Completed,56,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,180,Completed,6,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),22,Completed,28,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),12,Completed,28,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),32,Completed,28,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),65,Completed,28,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),41,Completed,28,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),17,Completed,28,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),19,Completed,28,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),52,Completed,28,271061,449,952,59527,13428,72955
CARE,CARE,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),127,Completed,28,271061,449,952,59527,13428,72955
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,140,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,126,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,69,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,40,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,57,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,94,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,63,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,77,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,65,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Sleeping Mats,Sleeping Mats,140,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Sleeping Mats,Sleeping Mats,126,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Sleeping Mats,Sleeping Mats,69,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Sleeping Mats,Sleeping Mats,40,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Sleeping Mats,Sleeping Mats,57,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Sleeping Mats,Sleeping Mats,94,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Sleeping Mats,Sleeping Mats,63,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Sleeping Mats,Sleeping Mats,77,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Sleeping Mats,Sleeping Mats,65,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Kitchen Sets,Kitchen Sets,140,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Kitchen Sets,Kitchen Sets,126,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Kitchen Sets,Kitchen Sets,69,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Kitchen Sets,Kitchen Sets,40,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Kitchen Sets,Kitchen Sets,57,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Kitchen Sets,Kitchen Sets,94,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Kitchen Sets,Kitchen Sets,63,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Kitchen Sets,Kitchen Sets,77,Completed,107,287798,3553,1569,63885,2751,66636
CARE,CARE,Sindhupalchok,Sindhupalchok,Non-Food Items,Kitchen Sets,Kitchen Sets,65,Completed,107,287798,3553,1569,63885,2751,66636
Caritas Nepal,Caritas Nepal,Rasuwa,Rasuwa,Non-Food Items,Blankets,Blankets,48,Completed,13,43300,660,771,11368,267,11635
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,20,Completed,7,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Sindhuli,Sindhuli,Non-Food Items,Blankets,Blankets,454,Completed,49,296192,15,230,18197,10028,28225
Caritas Nepal,Caritas Nepal,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,454,Completed,49,296192,15,230,18197,10028,28225
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,270,Completed,4,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,270,Completed,4,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,88,Completed,35,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,169,Completed,35,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,109,Completed,31,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,109,Completed,31,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,181,Completed,6,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,587,Completed,54,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,587,Completed,54,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),788,Ongoing / In Country Stock,48,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,18,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,11,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,18,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,9,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,13,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,16,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,10,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,21,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,17,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,18,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,11,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,18,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,9,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,13,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,16,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,10,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,21,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,17,Completed,47,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Sindhuli,Sindhuli,Non-Food Items,Blankets,Blankets,690,Completed,19,296192,15,230,18197,10028,28225
Caritas Nepal,Caritas Nepal,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,690,Completed,19,296192,15,230,18197,10028,28225
Caritas Nepal,Caritas Nepal,Sindhuli,Sindhuli,Non-Food Items,Blankets,Blankets,623,Completed,45,296192,15,230,18197,10028,28225
Caritas Nepal,Caritas Nepal,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,623,Completed,45,296192,15,230,18197,10028,28225
Caritas Nepal,Caritas Nepal,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,4,Completed,3,304651,333,2101,18900,9054,27954
Caritas Nepal,Caritas Nepal,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,5,Completed,3,304651,333,2101,18900,9054,27954
Caritas Nepal,Caritas Nepal,Makawanpur,Makawanpur,Non-Food Items,Blankets,Blankets,303,Completed,33,420477,33,229,20035,17383,37418
Caritas Nepal,Caritas Nepal,Makawanpur,Makawanpur,Shelter,Tarpaulin,Tarpaulin,303,Completed,33,420477,33,229,20035,17383,37418
Caritas Nepal,Caritas Nepal,Dolakha,Dolakha,Non-Food Items,Blankets,Blankets,250,Completed,50,186557,177,662,48880,3120,52000
Caritas Nepal,Caritas Nepal,Dolakha,Dolakha,Shelter,Tarpaulin,Tarpaulin,250,Completed,50,186557,177,662,48880,3120,52000
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,1,Completed,5,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,1,Completed,5,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Dolakha,Dolakha,Non-Food Items,Blankets,Blankets,658,Completed,50,186557,177,662,48880,3120,52000
Caritas Nepal,Caritas Nepal,Dolakha,Dolakha,Shelter,Tarpaulin,Tarpaulin,658,Completed,50,186557,177,662,48880,3120,52000
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,231,Completed,6,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Ramechhap,Ramechhap,Non-Food Items,Blankets,Blankets,200,Completed,12,202646,42,134,26743,13173,39916
Caritas Nepal,Caritas Nepal,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,200,Completed,12,202646,42,134,26743,13173,39916
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,814,Completed,10,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,919,Completed,10,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),947,Ongoing / In Country Stock,50,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Non-Food Items,Blankets,Blankets,45,Completed,4,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,45,Completed,4,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Bhaktapur,Bhaktapur,Non-Food Items,Blankets,Blankets,325,Completed,11,304651,333,2101,18900,9054,27954
Caritas Nepal,Caritas Nepal,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,325,Completed,11,304651,333,2101,18900,9054,27954
Caritas Nepal,Caritas Nepal,Bhaktapur,Bhaktapur,Non-Food Items,Blankets,Blankets,354,Completed,2,304651,333,2101,18900,9054,27954
Caritas Nepal,Caritas Nepal,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,354,Completed,2,304651,333,2101,18900,9054,27954
Caritas Nepal,Caritas Nepal,Bhaktapur,Bhaktapur,Non-Food Items,Blankets,Blankets,41,Completed,56,304651,333,2101,18900,9054,27954
Caritas Nepal,Caritas Nepal,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,41,Completed,56,304651,333,2101,18900,9054,27954
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,161,Completed,9,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Ramechhap,Ramechhap,Non-Food Items,Blankets,Blankets,35,Completed,12,202646,42,134,26743,13173,39916
Caritas Nepal,Caritas Nepal,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,35,Completed,12,202646,42,134,26743,13173,39916
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,553,Completed,62,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,553,Completed,62,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,5,Completed,1,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,20,Completed,44,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,20,Completed,44,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,117,Completed,16,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,1,Completed,56,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,2,Completed,56,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,24,Completed,57,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,24,Completed,57,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,60,Completed,58,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,60,Completed,58,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,45,Completed,64,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,46,Completed,64,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,1018,Completed,24,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,509,Completed,24,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,172,Completed,9,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,54,Completed,9,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,346,Completed,9,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,95,Completed,25,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,25,Completed,25,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,5,Completed,25,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,250,Completed,25,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,10,Completed,25,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,95,Completed,25,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,25,Completed,25,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,5,Completed,25,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,10,Completed,25,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,250,Completed,25,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,66,Completed,26,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,31,Completed,26,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,280,Completed,26,277471,1109,1050,75562,4200,79762
